Data,Cidade, Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima,Temperatura_Maxima,Vento_Velocidade_Minima,Vento_Velocidade_Maxima,Vento_Direcao,Vento_Intensidade
30/01/2022,Agua Azul do Norte - PA,Poucas nuvens a nublado com chuva e trovoadas a tarde,Estavel,22,32,60,95,SE - NE,Fracos/Moderados
31/01/2022,Agua Azul do Norte - PA,Nublado a parcialmente nublado com chuva a qualquer hora do dia,Declinio,22,30,60,95,SE - NE,Fracos/Moderados
01/01/2022,Agua Boa - MT,Nublado com pancadas de chuva e trovoadas,Estavel,21,30,55,100,NW - N,Fracos/Moderados
02/01/2022,Agua Boa - MT,Nublado a encoberto com chuva,Estavel,21,28,60,100,NW - NE,Fracos/Moderados
03/01/2022,Agua Boa - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,30,55,100,NW - NE,Fracos
05/01/2022,Agua Boa - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,30,55,100,W - NW,Fracos/Moderados
06/01/2022,Agua Boa - MT,Nublado a encoberto com chuva,Estavel,21,29,65,100,NW - N,Fracos/Moderados
07/01/2022,Agua Boa - MT,Nublado a encoberto com chuva,Estavel,21,28,70,100,NW - N,Fracos/Moderados
08/01/2022,Agua Boa - MT,Nublado a encoberto com chuva,Estavel,22,27,65,100,NW - N,Fracos/Moderados
09/01/2022,Agua Boa - MT,Nublado a encoberto com chuva,Estavel,21,28,65,100,NW - N,Fracos
10/01/2022,Agua Boa - MT,Nublado com pancadas de chuva e trovoadas,Estavel,21,30,60,100,NW - N,Fracos
11/01/2022,Agua Boa - MT,Nublado a encoberto com chuva,Estavel,22,28,65,100,NW - N,Fracos/Moderados
12/01/2022,Agua Boa - MT,Nublado a encoberto com chuva,Estavel,22,28,65,100,N - NE,Fracos/Moderados
13/01/2022,Agua Boa - MT,Nublado a encoberto com chuva,Estavel,22,27,70,100,N - NE,Fracos/Moderados
14/01/2022,Agua Boa - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,31,55,100,NE - SE,Fracos/Moderados
15/01/2022,Agua Boa - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,31,55,100,E - SE,Fracos/Moderados
16/01/2022,Agua Boa - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,32,50,95,E - NE,Fracos/Moderados
17/01/2022,Agua Boa - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,21,32,50,95,E - NE,Fracos
18/01/2022,Agua Boa - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,31,55,100,E - SE,Fracos
19/01/2022,Agua Boa - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,32,50,95,E - NE,Fracos
20/01/2022,Agua Boa - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,32,50,95,NE - SE,Fracos
21/01/2022,Agua Boa - MT,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,21,33,40,80,NE - SE,Fracos
22/01/2022,Agua Boa - MT,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,34,35,80,NE - SE,Fracos
23/01/2022,Agua Boa - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,34,40,80,NE - SE,Fracos
24/01/2022,Agua Boa - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,32,45,90,E - NE,Fracos
26/01/2022,Agua Boa - MT,Nublado a encoberto com chuva,Estavel,21,28,60,100,NW - NE,Fracos
27/01/2022,Agua Boa - MT,Nublado a encoberto com chuva,Estavel,22,27,60,100,N - NE,Fracos/Moderados
28/01/2022,Agua Boa - MT,Nublado com pancadas de chuva e trovoadas,Estavel,21,29,55,100,N - NE,Fracos/Moderados
01/01/2022,Alcantara - MA,Nublado a encoberto com chuva a qualquer hora do dia,Estavel,23,28,80,100,E - NE,Fracos/Moderados
02/01/2022,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Elevacao,24,30,70,100,E - NE,Fracos/Moderados
03/01/2022,Alcantara - MA,Parcialmente nublado a nublado com chuva em areas isoladas a tarde,Estavel,25,30,65,100,E - NE,Fracos/Moderados
04/01/2022,Alcantara - MA,Encoberto a parciamente nublado com chuva na madrugada,Estavel,24,31,70,100,SE - E,Fracos/Moderados
06/01/2022,Alcantara - MA,Nublado a parcialmente nublado com chuva a qualquer hora do dia,Elevacao,24,30,60,95,SE - E,Fracos/Moderados
07/01/2022,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Estavel,24,31,60,95,SE - E,Fracos/Moderados
08/01/2022,Alcantara - MA,Parcialmente nublado a nublado com chuva a qualquer hora do dia,Estavel,24,30,65,100,SE - E,Fracos/Moderados
09/01/2022,Alcantara - MA,Nublado a encoberto com chuva a qualquer hora do dia,Declinio,24,28,80,100,SE - E,Fracos/Moderados
10/01/2022,Alcantara - MA,Nublado a encoberto com chuva a qualquer hora do dia,Elevacao,24,30,70,100,SE - E,Fracos/Moderados
11/01/2022,Alcantara - MA,Parcialmente nublado a encoberto com chuva a qualquer hora do dia,Estavel,25,30,70,100,E - NE,Fracos/Moderados
12/01/2022,Alcantara - MA,Nublado a encoberto com chuva a qualquer hora do dia,Estavel,24,30,75,100,E - NE,Fracos/Moderados
13/01/2022,Alcantara - MA,Nublado a encoberto com chuva a qualquer hora do dia,Estavel,24,30,75,100,E - NE,Fracos/Moderados
14/01/2022,Alcantara - MA,Nublado a encoberto com chuva em areas isoladas a qualquer hora do dia,Estavel,24,30,75,100,E - NE,Fracos/Moderados
15/01/2022,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Estavel,24,31,65,100,SE - NE,Fracos/Moderados
16/01/2022,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva isoladas a qualquer hora do dia,Estavel,23,31,65,100,NE - E,Fracos/Moderados
17/01/2022,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Estavel,23,31,65,95,SE - NE,Fracos/Moderados
19/01/2022,Alcantara - MA,Nublado com chuva a qualquer hora do dia,Declinio,24,30,65,100,E - NE,Fracos/Moderados
20/01/2022,Alcantara - MA,Poucas nuvens a nublado com chuva e trovoadas a tarde e a noite,Estavel,26,32,60,95,E - NE,Fracos/Moderados
21/01/2022,Alcantara - MA,Poucas nuvens a nublado com chuva e trovoadas a tarde e a noite,Estavel,26,32,60,95,E - NE,Fracos/Moderados
23/01/2022,Alcantara - MA,Parcialmente nublado a nublado com chuva e trovoadas a tarde,Estavel,26,31,60,95,E - NE,Fracos/Moderados
24/01/2022,Alcantara - MA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Estavel,25,31,60,100,E - NE,Fracos/Moderados
25/01/2022,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Estavel,24,31,65,100,E - NE,Fracos/Moderados
26/01/2022,Alcantara - MA,Nublado a encoberto com chuva e trovoadas a tarde e a noite,Estavel,23,31,70,100,SE - E,Fracos/Moderados
27/01/2022,Alcantara - MA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,28,85,100,E - NE,Fracos/Moderados
28/01/2022,Alcantara - MA,Nublado a encoberto com chuva a qualquer hora do dia,Declinio,23,28,80,100,E - NE,Fracos/Moderados
29/01/2022,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva isoladas a qualquer hora do dia,Elevacao,24,30,70,100,E - NE,Fracos/Moderados
30/01/2022,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Elevacao,24,32,60,95,E - NE,Fracos/Moderados
31/01/2022,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Estavel,24,32,60,95,E - NE,Fracos/Moderados
01/01/2022,Alenquer - PA,Parcialmente nublado a nublado com chuva a qualquer hora do dia,Estavel,24,31,70,95,E - NE,Fracos/Moderados
02/01/2022,Alenquer - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Elevacao,24,33,60,95,E - NE,Fracos/Moderados
03/01/2022,Alenquer - PA,Nublado com chuva a qualquer hora do dia,Estavel,24,32,65,95,NE - N,Fracos/Moderados
04/01/2022,Alenquer - PA,Parcialmente nublado a encoberto com chuva e trovoadas a qualquer hora do dia,Estavel,24,31,75,100,NE - N,Fracos/Moderados
05/01/2022,Alenquer - PA,Parcialmente nublado a nublado,Estavel,24,32,65,95,NE - N,Fracos/Moderados
06/01/2022,Alenquer - PA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Declinio,23,29,75,100,NE - N,Fracos/Moderados
07/01/2022,Alenquer - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Elevacao,24,32,65,95,E - NE,Fracos/Moderados
08/01/2022,Alenquer - PA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Declinio,23,30,75,100,NE - N,Fracos/Moderados
09/01/2022,Alenquer - PA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,85,100,NE - N,Fracos/Moderados
10/01/2022,Alenquer - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Elevacao,24,32,60,100,NE - N,Fracos/Moderados
11/01/2022,Alenquer - PA,Nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,24,31,65,100,NE - N,Fracos/Moderados
12/01/2022,Alenquer - PA,Parcialmente nublado a encoberto com chuva a qualquer hora do dia,Declinio,24,29,75,100,NE - N,Fracos/Moderados
13/01/2022,Alenquer - PA,Encoberto a nublado com chuva a qualquer hora do dia,Estavel,23,30,70,100,NE - NW,Fracos/Moderados
14/01/2022,Alenquer - PA,Poucas nuvens a nublado,Elevacao,23,32,60,100,E - NE,Fracos/Moderados
15/01/2022,Alenquer - PA,Poucas nuvens a nublado,Estavel,23,31,60,95,E - NE,Fracos/Moderados
16/01/2022,Alenquer - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,32,60,95,E - NE,Fracos/Moderados
17/01/2022,Alenquer - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,32,60,95,E - NE,Fracos/Moderados
18/01/2022,Alenquer - PA,Parcialmente nublado a nublado com chuva a qualquer hora do dia,Estavel,24,32,65,95,E - NE,Fracos/Moderados
19/01/2022,Alenquer - PA,Encoberto a parciamente nublado com chuva a qualquer hora do dia,Declinio,25,30,70,100,E - NE,Fracos/Moderados
20/01/2022,Alenquer - PA,Poucas nuvens a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Elevacao,24,33,60,100,E - NE,Fracos/Moderados
21/01/2022,Alenquer - PA,Poucas nuvens a nublado,Estavel,23,32,60,95,E - NE,Fracos/Moderados
22/01/2022,Alenquer - PA,Poucas nuvens a nublado,Estavel,24,32,60,95,E - NE,Fracos/Moderados
23/01/2022,Alenquer - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,32,60,95,SE - E,Fracos/Moderados
24/01/2022,Alenquer - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,32,60,95,E - NE,Fracos/Moderados
25/01/2022,Alenquer - PA,Nublado a parcialmente nublado com chuva a qualquer hora do dia,Declinio,23,29,60,100,SE - NE,Fracos/Moderados
26/01/2022,Alenquer - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Elevacao,23,32,60,100,SE - NE,Fracos/Moderados
27/01/2022,Alenquer - PA,Nublado com chuva a qualquer hora do dia,Declinio,23,29,70,100,SE - NE,Fracos/Moderados
28/01/2022,Alenquer - PA,Encoberto a parciamente nublado com chuva a qualquer hora do dia,Estavel,23,28,75,100,N - NE,Fracos/Moderados
29/01/2022,Alenquer - PA,Parcialmente nublado a nublado com chuva a qualquer hora do dia,Elevacao,23,30,65,100,N - NE,Fracos/Moderados
30/01/2022,Alenquer - PA,Nublado a parcialmente nublado com chuva a tarde,Estavel,23,30,70,100,N - NE,Fracos/Moderados
31/01/2022,Alenquer - PA,Poucas nuvens a nublado com chuva e trovoadas a tarde e a noite,Estavel,23,31,70,95,N - NE,Fracos/Moderados
01/01/2022,Almeirim - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,25,32,60,95,E - NE,Fracos/Moderados
02/01/2022,Almeirim - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,25,32,60,95,E - NE,Fracos/Moderados
03/01/2022,Almeirim - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,24,33,55,95,NE - N,Fracos/Moderados
04/01/2022,Almeirim - PA,Parcialmente nublado a encoberto com chuva em areas isoladas a tarde e a noite,Estavel,24,32,60,95,NE - N,Fracos/Moderados
05/01/2022,Almeirim - PA,Parcialmente nublado a nublado,Estavel,25,33,60,95,NE - N,Fracos/Moderados
06/01/2022,Almeirim - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,25,33,60,95,E - NE,Fracos/Moderados
07/01/2022,Almeirim - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,33,60,95,E - NE,Fracos/Moderados
08/01/2022,Almeirim - PA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Declinio,24,29,85,100,NE - N,Fracos/Moderados
09/01/2022,Almeirim - PA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,28,90,100,NE - N,Fracos/Moderados
10/01/2022,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Elevacao,23,33,60,100,E - N,Fracos/Moderados
11/01/2022,Almeirim - PA,Parcialmente nublado a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,32,60,100,NE - N,Fracos/Moderados
12/01/2022,Almeirim - PA,Parcialmente nublado a encoberto com chuva a qualquer hora do dia,Declinio,24,30,75,100,NE - NW,Fracos/Moderados
13/01/2022,Almeirim - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Elevacao,23,32,60,95,E - NE,Calmos/Fracos
14/01/2022,Almeirim - PA,Poucas nuvens a nublado,Estavel,23,33,55,95,E - NE,Fracos/Moderados
15/01/2022,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,33,60,95,E - NE,Fracos/Moderados
16/01/2022,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,33,60,95,E - NE,Fracos/Moderados
17/01/2022,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,32,60,95,E - NE,Fracos/Moderados
18/01/2022,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,33,60,95,E - NE,Fracos/Moderados
19/01/2022,Almeirim - PA,Nublado a parcialmente nublado com chuva a qualquer hora do dia,Declinio,25,31,65,100,E - NE,Fracos/Moderados
20/01/2022,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Elevacao,24,33,55,95,E - NE,Fracos/Moderados
21/01/2022,Almeirim - PA,Poucas nuvens a nublado,Estavel,24,33,55,95,E - NE,Fracos/Moderados
22/01/2022,Almeirim - PA,Poucas nuvens a nublado,Estavel,24,33,55,95,E - NE,Fracos/Moderados
23/01/2022,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,33,55,95,SE - NE,Fracos/Moderados
24/01/2022,Almeirim - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,33,55,95,E - NE,Fracos/Moderados
25/01/2022,Almeirim - PA,Nublado a parcialmente nublado com chuva a qualquer hora do dia,Declinio,23,29,60,100,SE - NE,Fracos/Moderados
26/01/2022,Almeirim - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Elevacao,23,32,60,100,SE - NE,Fracos/Moderados
27/01/2022,Almeirim - PA,Nublado com chuva a qualquer hora do dia,Declinio,23,29,70,100,SE - NE,Fracos/Moderados
28/01/2022,Almeirim - PA,Encoberto a parciamente nublado com chuva a qualquer hora do dia,Estavel,23,28,75,100,N - NE,Fracos/Moderados
29/01/2022,Almeirim - PA,Parcialmente nublado a nublado com chuva a qualquer hora do dia,Elevacao,23,30,65,100,N - NE,Fracos/Moderados
30/01/2022,Almeirim - PA,Nublado a parcialmente nublado com chuva a tarde,Estavel,23,30,70,100,N - NE,Fracos/Moderados
31/01/2022,Almeirim - PA,Poucas nuvens a nublado com chuva e trovoadas a tarde e a noite,Estavel,23,31,70,95,N - NE,Fracos/Moderados
01/01/2022,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,29,60,100,NW - N,Fracos
02/01/2022,Alta Floresta - MT,Nublado a encoberto com chuva,Estavel,22,28,65,100,NW - N,Fracos
03/01/2022,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,30,60,100,NW - N,Fracos
05/01/2022,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,31,55,100,NW - W,Fracos
06/01/2022,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,30,60,100,NW - N,Fracos
07/01/2022,Alta Floresta - MT,Nublado a encoberto com chuva,Estavel,22,28,65,100,NW - N,Fracos
08/01/2022,Alta Floresta - MT,Nublado a encoberto com chuva,Estavel,22,27,65,100,NW,Fracos
09/01/2022,Alta Floresta - MT,Nublado a encoberto com chuva,Estavel,22,28,65,100,NW - N,Fracos/Moderados
10/01/2022,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,30,60,100,NW - N,Fracos
11/01/2022,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,23,29,60,100,NW - N,Fracos
12/01/2022,Alta Floresta - MT,Nublado a encoberto com chuva,Estavel,23,27,65,100,NW - N,Fracos
13/01/2022,Alta Floresta - MT,Nublado a encoberto com chuva,Estavel,22,28,65,100,NE - E,Fracos
14/01/2022,Alta Floresta - MT,Nublado a encoberto com chuva,Estavel,22,30,60,100,E - SE,Fracos
15/01/2022,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,30,55,100,E - SE,Fracos
16/01/2022,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,31,55,100,E - NE,Fracos
17/01/2022,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,31,55,100,E - NE,Fracos
18/01/2022,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,31,55,100,NE - SE,Fracos
19/01/2022,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,23,30,55,100,NE - SE,Fracos
20/01/2022,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,31,55,100,NE - SE,Fracos
21/01/2022,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,31,55,100,NE - SE,Fracos
22/01/2022,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,32,50,95,NE - SE,Fracos
23/01/2022,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,33,50,95,NE - SE,Fracos
24/01/2022,Alta Floresta - MT,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,21,32,50,95,NE - SE,Fracos
26/01/2022,Alta Floresta - MT,Nublado a encoberto com chuva,Estavel,22,28,60,100,NE - E,Fracos
27/01/2022,Alta Floresta - MT,Nublado com pancadas de chuva e trovoadas,Estavel,22,30,55,100,NW - NE,Fracos
28/01/2022,Alta Floresta - MT,Nublado a encoberto com chuva,Estavel,21,28,60,100,NW - NE,Fracos
01/01/2022,Alta Floresta D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,33,45,95,NW - N,Fracos/Moderados
02/01/2022,Alta Floresta D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,34,45,95,NW - N,Fracos/Moderados
03/01/2022,Alta Floresta D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,34,45,95,NW - N,Fracos/Moderados
05/01/2022,Alta Floresta D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,32,50,95,NW - NE,Fracos
06/01/2022,Alta Floresta D'Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,33,50,95,NW - NE,Fracos
07/01/2022,Alta Floresta D'Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,22,32,55,100,NW - N,Fracos
08/01/2022,Alta Floresta D'Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,30,60,100,NW,Fracos
09/01/2022,Alta Floresta D'Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,22,31,55,100,NW,Fracos
10/01/2022,Alta Floresta D'Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,32,50,95,NW - N,Fracos
11/01/2022,Alta Floresta D'Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,22,29,60,100,W - NW,Fracos
12/01/2022,Alta Floresta D'Oeste - RO,Nublado a encoberto com chuva,Estavel,23,29,65,100,NW - N,Fracos
